id,title,defaultLanguage,caption,start,duration
278,Shazam! Exclusive Movie Clip - A Wizard Made Me Look Like This! (2019) | Movieclips Trailers,None,triggered body manipulation properties,27.33,6.51
279,Shazam! Exclusive Movie Clip - A Wizard Made Me Look Like This! (2019) | Movieclips Trailers,None,you can switch my sage Shazam maybe was,28.92,9.299
280,Shazam! Exclusive Movie Clip - A Wizard Made Me Look Like This! (2019) | Movieclips Trailers,None,that you are you okay I was screwing a,33.84,7.71
281,Shazam! Exclusive Movie Clip - A Wizard Made Me Look Like This! (2019) | Movieclips Trailers,None,bulb sorry Darla you cannot tell anybody,38.219,4.231
282,Shazam! Exclusive Movie Clip - A Wizard Made Me Look Like This! (2019) | Movieclips Trailers,None,about this all right,41.55,3.419
283,Shazam! Exclusive Movie Clip - A Wizard Made Me Look Like This! (2019) | Movieclips Trailers,None,it's Billy he's a hero yeah but a super,42.45,3.78
284,Shazam! Exclusive Movie Clip - A Wizard Made Me Look Like This! (2019) | Movieclips Trailers,None,villain finds out that either hero that,44.969,2.461
285,Shazam! Exclusive Movie Clip - A Wizard Made Me Look Like This! (2019) | Movieclips Trailers,None,endangers us okay,46.23,2.91
286,Shazam! Exclusive Movie Clip - A Wizard Made Me Look Like This! (2019) | Movieclips Trailers,None,heroes loved ones are like the perfect,47.43,4.32
287,Shazam! Exclusive Movie Clip - A Wizard Made Me Look Like This! (2019) | Movieclips Trailers,None,bad guy target she even go to keep you,49.14,5
288,Shazam! Exclusive Movie Clip - A Wizard Made Me Look Like This! (2019) | Movieclips Trailers,None,secrets,51.75,2.39
290,J.T. LeRoy Trailer #1 (2019) | Movieclips Trailers,None,I can't believe this I live here now,0.28,6.329
291,J.T. LeRoy Trailer #1 (2019) | Movieclips Trailers,None,yeah going up in the world I'm proud of,4.75,13.59
292,J.T. LeRoy Trailer #1 (2019) | Movieclips Trailers,None,you look at this creature I keep a,6.609,12.891
293,J.T. LeRoy Trailer #1 (2019) | Movieclips Trailers,None,secret,18.34,3.81
294,J.T. LeRoy Trailer #1 (2019) | Movieclips Trailers,None,what's this it's my book,19.5,7.33
295,J.T. LeRoy Trailer #1 (2019) | Movieclips Trailers,None,JT Leroy how is this game so JT's like,22.15,9
296,J.T. LeRoy Trailer #1 (2019) | Movieclips Trailers,None,your pen name more like my avatar the,26.83,5.94
297,J.T. LeRoy Trailer #1 (2019) | Movieclips Trailers,None,book is doing really well,31.15,4.23
298,J.T. LeRoy Trailer #1 (2019) | Movieclips Trailers,None,people need to hate him now when I first,32.77,4.53
299,J.T. LeRoy Trailer #1 (2019) | Movieclips Trailers,None,saw you I thought you look like him,35.38,6.63
300,J.T. LeRoy Trailer #1 (2019) | Movieclips Trailers,None,huh you've got all these cells inside of,37.3,8.3
301,J.T. LeRoy Trailer #1 (2019) | Movieclips Trailers,None,you explore them,42.01,3.59
302,J.T. LeRoy Trailer #1 (2019) | Movieclips Trailers,None,a Hollywood producer wants to make Sarah,45.85,4.67
303,J.T. LeRoy Trailer #1 (2019) | Movieclips Trailers,None,into a movie so good to finally meet you,48.1,6.87
304,J.T. LeRoy Trailer #1 (2019) | Movieclips Trailers,None,did you get that book I sent you why do,50.52,7.03
305,J.T. LeRoy Trailer #1 (2019) | Movieclips Trailers,None,you keep answering for him he's a deaf,54.97,7.53
306,J.T. LeRoy Trailer #1 (2019) | Movieclips Trailers,None,mute you establish yourself as someone,57.55,8.16
307,J.T. LeRoy Trailer #1 (2019) | Movieclips Trailers,None,else lady you're here at last and nobody,62.5,5.82
308,J.T. LeRoy Trailer #1 (2019) | Movieclips Trailers,None,even notices you sound like a woman to,65.71,4.59
309,J.T. LeRoy Trailer #1 (2019) | Movieclips Trailers,None,me but you insist you are a man oh you,68.32,4.2
310,J.T. LeRoy Trailer #1 (2019) | Movieclips Trailers,None,really who you say you are are you,70.3,4.89
311,J.T. LeRoy Trailer #1 (2019) | Movieclips Trailers,None,really who you say you are I can't,72.52,7.769
312,J.T. LeRoy Trailer #1 (2019) | Movieclips Trailers,None,really tell are you a man you're as much,75.19,7.74
313,J.T. LeRoy Trailer #1 (2019) | Movieclips Trailers,None,a part of JT as me I just wanted to tell,80.289,4.411
314,J.T. LeRoy Trailer #1 (2019) | Movieclips Trailers,None,you how much your work means to me it's,82.93,6.95
315,J.T. LeRoy Trailer #1 (2019) | Movieclips Trailers,None,super real for some people you know fun,84.7,8.1
316,J.T. LeRoy Trailer #1 (2019) | Movieclips Trailers,None,she doesn't want you she wants some,89.88,6.519
317,J.T. LeRoy Trailer #1 (2019) | Movieclips Trailers,None,rights to the movie funded every time,92.8,7.319
318,J.T. LeRoy Trailer #1 (2019) | Movieclips Trailers,None,you come back from being JT I'm running,96.399,5.911
319,J.T. LeRoy Trailer #1 (2019) | Movieclips Trailers,None,a piece about Savannah I look strikingly,100.119,5.401
320,J.T. LeRoy Trailer #1 (2019) | Movieclips Trailers,None,like mr. Leroy I'm not gonna do it,102.31,3.69
321,J.T. LeRoy Trailer #1 (2019) | Movieclips Trailers,None,anymore,105.52,3.09
322,J.T. LeRoy Trailer #1 (2019) | Movieclips Trailers,None,this is because of my writing not really,106,6.21
323,J.T. LeRoy Trailer #1 (2019) | Movieclips Trailers,None,quitting her team your song and if you,108.61,4.15
324,J.T. LeRoy Trailer #1 (2019) | Movieclips Trailers,None,would have,112.21,3.769
326,J.T. LeRoy Trailer #1 (2019) | Movieclips Trailers,None,understand,116.969,4.001
327,J.T. LeRoy Trailer #1 (2019) | Movieclips Trailers,None,nobody gives you anything you have to,118.57,4.85
328,J.T. LeRoy Trailer #1 (2019) | Movieclips Trailers,None,take it,120.97,2.45
329,J.T. LeRoy Trailer #1 (2019) | Movieclips Trailers,None,please tell me you are who you say you,124.76,3.74
330,J.T. LeRoy Trailer #1 (2019) | Movieclips Trailers,None,are,127.38,4.23
332,J.T. LeRoy Trailer #1 (2019) | Movieclips Trailers,None,understand,131.61,3
353,The Perfect Date Trailer #1 (2019) | Rotten Tomatoes TV,None,I've always wanted to date the most,0.359,6.301
354,The Perfect Date Trailer #1 (2019) | Rotten Tomatoes TV,None,popular girl drive the nicest car and go,2.399,6.12
355,The Perfect Date Trailer #1 (2019) | Rotten Tomatoes TV,None,to the fanciest school Yale is the gold,6.66,3.32
356,The Perfect Date Trailer #1 (2019) | Rotten Tomatoes TV,None,correct more than anything in the world,8.519,5.061
357,The Perfect Date Trailer #1 (2019) | Rotten Tomatoes TV,None,but I can't afford any of that,9.98,6.43
358,The Perfect Date Trailer #1 (2019) | Rotten Tomatoes TV,None,my uncle's paying me to escort my cousin,13.58,4.38
359,The Perfect Date Trailer #1 (2019) | Rotten Tomatoes TV,None,go semi-formal I'll take your cousin,16.41,3.959
360,The Perfect Date Trailer #1 (2019) | Rotten Tomatoes TV,None,what I'll take your cousin to the dance,17.96,4.54
361,The Perfect Date Trailer #1 (2019) | Rotten Tomatoes TV,None,why what would you get out of it I get,20.369,3.511
362,The Perfect Date Trailer #1 (2019) | Rotten Tomatoes TV,None,the payment you were talking about and I,22.5,5.29
363,The Perfect Date Trailer #1 (2019) | Rotten Tomatoes TV,None,get to take your car you got a suit,23.88,6.29
365,The Perfect Date Trailer #1 (2019) | Rotten Tomatoes TV,None,you're getting paid to take a girl on a,30.17,4
366,The Perfect Date Trailer #1 (2019) | Rotten Tomatoes TV,None,date did you know that Michelle Obama,32.73,3.329
367,The Perfect Date Trailer #1 (2019) | Rotten Tomatoes TV,None,got paid to go on a date with Barack and,34.17,3.27
368,The Perfect Date Trailer #1 (2019) | Rotten Tomatoes TV,None,look how great that turned out is that,36.059,3.75
369,The Perfect Date Trailer #1 (2019) | Rotten Tomatoes TV,None,true I don't know but it could be true,37.44,5.66
370,The Perfect Date Trailer #1 (2019) | Rotten Tomatoes TV,None,and that is my point,39.809,3.291
371,The Perfect Date Trailer #1 (2019) | Rotten Tomatoes TV,None,anything let's do this so we can stop,45.35,5.979
372,The Perfect Date Trailer #1 (2019) | Rotten Tomatoes TV,None,doing this we don't care what you say I,48.66,4.169
373,The Perfect Date Trailer #1 (2019) | Rotten Tomatoes TV,None,happen to think that you and I could,51.329,2.701
374,The Perfect Date Trailer #1 (2019) | Rotten Tomatoes TV,None,have a really good time tonight,52.829,2.761
375,The Perfect Date Trailer #1 (2019) | Rotten Tomatoes TV,None,you have clearly never been to my high,54.03,4.939
376,The Perfect Date Trailer #1 (2019) | Rotten Tomatoes TV,None,school let's go shred some hardwood,55.59,3.379
377,The Perfect Date Trailer #1 (2019) | Rotten Tomatoes TV,None,this is your job no should be troubled,61.55,5.19
378,The Perfect Date Trailer #1 (2019) | Rotten Tomatoes TV,None,rich girls and Eva Schaffer it could be,64.19,7.62
379,The Perfect Date Trailer #1 (2019) | Rotten Tomatoes TV,None,big business here I figured out how to,66.74,7.32
380,The Perfect Date Trailer #1 (2019) | Rotten Tomatoes TV,None,get the money I need to go to Yale I'm,71.81,4.59
381,The Perfect Date Trailer #1 (2019) | Rotten Tomatoes TV,None,offering my services as a chaperone from,74.06,4.95
382,The Perfect Date Trailer #1 (2019) | Rotten Tomatoes TV,None,whatever it is that girls one hey oh my,76.4,6.36
383,The Perfect Date Trailer #1 (2019) | Rotten Tomatoes TV,None,god you didn't oh but I did every day,79.01,5.19
384,The Perfect Date Trailer #1 (2019) | Rotten Tomatoes TV,None,would be custom-built they could pick my,82.76,3.09
385,The Perfect Date Trailer #1 (2019) | Rotten Tomatoes TV,None,personality my interest whether I'm a,84.2,3.93
386,The Perfect Date Trailer #1 (2019) | Rotten Tomatoes TV,None,listener or it's hard what's the,85.85,4.2
387,The Perfect Date Trailer #1 (2019) | Rotten Tomatoes TV,None,weirdest best part I had listened to,88.13,3.93
388,The Perfect Date Trailer #1 (2019) | Rotten Tomatoes TV,None,this girl talk for four hours straight,90.05,4.44
389,The Perfect Date Trailer #1 (2019) | Rotten Tomatoes TV,None,all I was allowed to say was there is no,92.06,3.99
390,The Perfect Date Trailer #1 (2019) | Rotten Tomatoes TV,None,other way to see it oh my god that is,94.49,3.21
391,The Perfect Date Trailer #1 (2019) | Rotten Tomatoes TV,None,the perfect date there's no other way to,96.05,5.849
392,The Perfect Date Trailer #1 (2019) | Rotten Tomatoes TV,None,see it can you imagine if I get enough,97.7,6.09
393,The Perfect Date Trailer #1 (2019) | Rotten Tomatoes TV,None,money to get into Yale and date Shelby,101.899,2.821
394,The Perfect Date Trailer #1 (2019) | Rotten Tomatoes TV,None,hey,103.79,6.48
395,The Perfect Date Trailer #1 (2019) | Rotten Tomatoes TV,None,it'd be my dream come true we're just,104.72,7.41
396,The Perfect Date Trailer #1 (2019) | Rotten Tomatoes TV,None,waiting for people to accept you instead,110.27,3.9
397,The Perfect Date Trailer #1 (2019) | Rotten Tomatoes TV,None,of cepting yourself you act so tough,112.13,4.8
398,The Perfect Date Trailer #1 (2019) | Rotten Tomatoes TV,None,it's just an ass we used to spend time,114.17,3.27
399,The Perfect Date Trailer #1 (2019) | Rotten Tomatoes TV,None,together,116.93,1.62
400,The Perfect Date Trailer #1 (2019) | Rotten Tomatoes TV,None,but I guess you'd have to Newbridge,117.44,3.29
401,The Perfect Date Trailer #1 (2019) | Rotten Tomatoes TV,None,Prince,118.55,5.329
403,The Perfect Date Trailer #1 (2019) | Rotten Tomatoes TV,None,I don't which version of myself I'm,124.159,4.171
404,The Perfect Date Trailer #1 (2019) | Rotten Tomatoes TV,None,supposed to be how she's a really bad,125.96,8.04
405,The Perfect Date Trailer #1 (2019) | Rotten Tomatoes TV,None,dancer yes she's the worst I've been so,128.33,7.5
406,The Perfect Date Trailer #1 (2019) | Rotten Tomatoes TV,None,many people these past few months a,134,4.05
407,The Perfect Date Trailer #1 (2019) | Rotten Tomatoes TV,None,cowboy an art connoisseur and a bad,135.83,5.1
408,The Perfect Date Trailer #1 (2019) | Rotten Tomatoes TV,None,friend it's time to figure out who I am,138.05,7.74
409,The Perfect Date Trailer #1 (2019) | Rotten Tomatoes TV,None,and what I want what are some of your,140.93,7.29
410,The Perfect Date Trailer #1 (2019) | Rotten Tomatoes TV,None,interests outside of school howdy,145.79,5.96
411,The Perfect Date Trailer #1 (2019) | Rotten Tomatoes TV,None,usual teenage stuff,148.22,3.53
412,The Perfect Date Trailer #1 (2019) | Rotten Tomatoes TV,None,you,162.77,2.06
414,The Addams Family Teaser Trailer #1 (2019) | Movieclips Trailers,en,this is an average American family and,3.75,9.7
415,The Addams Family Teaser Trailer #1 (2019) | Movieclips Trailers,en,so is this and so are these every family,7.81,8.76
416,The Addams Family Teaser Trailer #1 (2019) | Movieclips Trailers,en,is different but some families are more,13.45,4.49
417,The Addams Family Teaser Trailer #1 (2019) | Movieclips Trailers,en,different than others,16.57,4.789
420,The Addams Family Teaser Trailer #1 (2019) | Movieclips Trailers,en,it's hideous it's horrible it's home,27.019,7.051
421,The Addams Family Teaser Trailer #1 (2019) | Movieclips Trailers,en,these are really as tight as you can,34.82,5.98
422,The Addams Family Teaser Trailer #1 (2019) | Movieclips Trailers,en,make it plan hello Wednesday what do you,36.989,7.231
423,The Addams Family Teaser Trailer #1 (2019) | Movieclips Trailers,en,have there I'm not sure strange there's,40.8,5.91
424,The Addams Family Teaser Trailer #1 (2019) | Movieclips Trailers,en,usually a motorist clown attached to the,44.22,3.6
425,The Addams Family Teaser Trailer #1 (2019) | Movieclips Trailers,en,other end of these,46.71,6.079
427,The Addams Family Teaser Trailer #1 (2019) | Movieclips Trailers,en,come now Gomez don't forget to kick your,52.8,4.9
428,The Addams Family Teaser Trailer #1 (2019) | Movieclips Trailers,en,father good night,56.98,8.369
429,The Addams Family Teaser Trailer #1 (2019) | Movieclips Trailers,en,Yes Mother blow f6 fire in the hole,57.7,10.909
431,The Addams Family Teaser Trailer #1 (2019) | Movieclips Trailers,en,you sunk my battleship well done Pugsley,72.719,6.271
432,The Addams Family Teaser Trailer #1 (2019) | Movieclips Trailers,en,how I wish something would liven up this,79.35,5.759
433,The Addams Family Teaser Trailer #1 (2019) | Movieclips Trailers,en,already tedious day,81.969,3.14
434,The Addams Family Teaser Trailer #1 (2019) | Movieclips Trailers,en,thanks for trying Ichabod,85.59,3.93
437,BrightBurn Trailer #2 (2019) | Movieclips Trailers,None,mom Who am I you are a gift we believe,7.33,13.65
438,BrightBurn Trailer #2 (2019) | Movieclips Trailers,None,that you came here for a reason,17.24,3.74
439,BrightBurn Trailer #2 (2019) | Movieclips Trailers,None,I know it's been difficult for you,24.02,5.04
440,BrightBurn Trailer #2 (2019) | Movieclips Trailers,None,Bailey but you feel different from other,25.82,5
441,BrightBurn Trailer #2 (2019) | Movieclips Trailers,None,kids,29.06,4.41
443,BrightBurn Trailer #2 (2019) | Movieclips Trailers,None,Katelyn get my hand up he's a creep help,33.47,10.799
444,BrightBurn Trailer #2 (2019) | Movieclips Trailers,None,me Mom I want him in handcuffs,36.5,9.42
445,BrightBurn Trailer #2 (2019) | Movieclips Trailers,None,I know what I'm going do you even know,44.269,4.231
446,BrightBurn Trailer #2 (2019) | Movieclips Trailers,None,who his real mother's I was your mother,45.92,5.63
447,BrightBurn Trailer #2 (2019) | Movieclips Trailers,None,let's go,48.5,3.05
448,BrightBurn Trailer #2 (2019) | Movieclips Trailers,None,maybe there is tamam with Brandon,52.43,4.53
449,BrightBurn Trailer #2 (2019) | Movieclips Trailers,None,never turn against our son he's not some,62.899,7.41
451,BrightBurn Trailer #2 (2019) | Movieclips Trailers,None,he's messing with me,72.43,3.869
454,BrightBurn Trailer #2 (2019) | Movieclips Trailers,None,something wrong,99.61,4.6
455,BrightBurn Trailer #2 (2019) | Movieclips Trailers,None,boy round by chance one of the only,100.97,4.77
456,BrightBurn Trailer #2 (2019) | Movieclips Trailers,None,people in the world that comes house,104.21,5.46
457,BrightBurn Trailer #2 (2019) | Movieclips Trailers,None,especially there are believed to be no,105.74,7.44
458,BrightBurn Trailer #2 (2019) | Movieclips Trailers,None,survivors among the 268 passengers on,109.67,3.81
459,BrightBurn Trailer #2 (2019) | Movieclips Trailers,None,board,113.18,6.75
461,BrightBurn Trailer #2 (2019) | Movieclips Trailers,None,I know there is good inside you,120.659,11.841
464,BrightBurn Trailer #2 (2019) | Movieclips Trailers,None,I wanted you good man I do,143.89,10.95
467,"In Theaters Now: Greta, A Madea Family Funeral | Weekend Ticket",None,Congrats to greenbook on the best,0,4.08
468,"In Theaters Now: Greta, A Madea Family Funeral | Weekend Ticket",None,picture win new in theaters this weekend,1.8,4.289
